	Pathway	Name	Parent	Category1	Category2	Category3	Category4	Category5	Category6	Category7
1.4.3.4	PWY-6342	noradrenaline and adrenaline degradation	HORMONE-DEG	Degradation/Utilization/Assimilation	Hormones Degradation	Hormones Degradation	Hormones Degradation	Hormones Degradation	Hormones Degradation	Hormones Degradation
1.2.1.3	PWY-6342	noradrenaline and adrenaline degradation	HORMONE-DEG	Degradation/Utilization/Assimilation	Hormones Degradation	Hormones Degradation	Hormones Degradation	Hormones Degradation	Hormones Degradation	Hormones Degradation
2.1.1.6	PWY-6342	noradrenaline and adrenaline degradation	HORMONE-DEG	Degradation/Utilization/Assimilation	Hormones Degradation	Hormones Degradation	Hormones Degradation	Hormones Degradation	Hormones Degradation	Hormones Degradation
2.7.1.168	PWY-6478	GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis	GDP-Sugar-Biosynthesis	Biosynthesis	Carbohydrates Biosynthesis	Sugars Biosynthesis	Sugar Nucleotides Biosynthesis	GDP-sugar Biosynthesis	GDP-sugar Biosynthesis	GDP-sugar Biosynthesis
3.1.3.83	PWY-6478	GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis	GDP-Sugar-Biosynthesis	Biosynthesis	Carbohydrates Biosynthesis	Sugars Biosynthesis	Sugar Nucleotides Biosynthesis	GDP-sugar Biosynthesis	GDP-sugar Biosynthesis	GDP-sugar Biosynthesis
2.7.7.71	PWY-6478	GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis	GDP-Sugar-Biosynthesis	Biosynthesis	Carbohydrates Biosynthesis	Sugars Biosynthesis	Sugar Nucleotides Biosynthesis	GDP-sugar Biosynthesis	GDP-sugar Biosynthesis	GDP-sugar Biosynthesis
5.3.1.28	PWY-6478	GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis	GDP-Sugar-Biosynthesis	Biosynthesis	Carbohydrates Biosynthesis	Sugars Biosynthesis	Sugar Nucleotides Biosynthesis	GDP-sugar Biosynthesis	GDP-sugar Biosynthesis	GDP-sugar Biosynthesis
2.1.1.-	PWY-7653	griseofulvin biosynthesis	Antibiotic-Biosynthesis	Biosynthesis	Secondary Metabolites Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis
2.1.1.-	PWY-7653	griseofulvin biosynthesis	POLYKETIDE-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis
2.1.1.-	PWY-7653	griseofulvin biosynthesis	Antibiotic-Biosynthesis	Biosynthesis	Secondary Metabolites Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis
2.1.1.-	PWY-7653	griseofulvin biosynthesis	POLYKETIDE-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis
2.1.1.-	PWY-7653	griseofulvin biosynthesis	Antibiotic-Biosynthesis	Biosynthesis	Secondary Metabolites Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis
2.1.1.-	PWY-7653	griseofulvin biosynthesis	POLYKETIDE-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis
1.3.1.-	PWY-7653	griseofulvin biosynthesis	Antibiotic-Biosynthesis	Biosynthesis	Secondary Metabolites Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis
1.3.1.-	PWY-7653	griseofulvin biosynthesis	POLYKETIDE-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis
1.14.19.-	PWY-7653	griseofulvin biosynthesis	Antibiotic-Biosynthesis	Biosynthesis	Secondary Metabolites Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis
1.14.19.-	PWY-7653	griseofulvin biosynthesis	POLYKETIDE-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis
1.14.21.-	PWY-7653	griseofulvin biosynthesis	Antibiotic-Biosynthesis	Biosynthesis	Secondary Metabolites Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis
1.14.21.-	PWY-7653	griseofulvin biosynthesis	POLYKETIDE-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis
2.3.1.-	PWY-7653	griseofulvin biosynthesis	Antibiotic-Biosynthesis	Biosynthesis	Secondary Metabolites Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis
2.3.1.-	PWY-7653	griseofulvin biosynthesis	POLYKETIDE-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis
2.3.1.-	PWY-7653	griseofulvin biosynthesis	Antibiotic-Biosynthesis	Biosynthesis	Secondary Metabolites Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis
2.3.1.-	PWY-7653	griseofulvin biosynthesis	POLYKETIDE-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis
1.11.1.7	PWY-7214	baicalein degradation (hydrogen peroxide detoxification)	PHENYLPROPANOID-DERIVATIVE-DEG	Degradation/Utilization/Assimilation	Secondary Metabolites Degradation	Phenylpropanoid Derivatives Degradation	Phenylpropanoid Derivatives Degradation	Phenylpropanoid Derivatives Degradation	Phenylpropanoid Derivatives Degradation	Phenylpropanoid Derivatives Degradation
1.11.1.7	PWY-7214	baicalein degradation (hydrogen peroxide detoxification)	Detoxification							
3.2.1.167	PWY-7214	baicalein degradation (hydrogen peroxide detoxification)	PHENYLPROPANOID-DERIVATIVE-DEG	Degradation/Utilization/Assimilation	Secondary Metabolites Degradation	Phenylpropanoid Derivatives Degradation	Phenylpropanoid Derivatives Degradation	Phenylpropanoid Derivatives Degradation	Phenylpropanoid Derivatives Degradation	Phenylpropanoid Derivatives Degradation
3.2.1.167	PWY-7214	baicalein degradation (hydrogen peroxide detoxification)	Detoxification							
1.4.1.11	P163-PWY	L-lysine fermentation to acetate and butanoate	LYSINE-DEG	Degradation/Utilization/Assimilation	Amino Acids Degradation	Proteinogenic Amino Acids Degradation	L-lysine Degradation	L-lysine Degradation	L-lysine Degradation	L-lysine Degradation
1.4.1.11	P163-PWY	L-lysine fermentation to acetate and butanoate	Fermentation	Generation of Precursor Metabolites and Energy						
2.7.2.1	P163-PWY	L-lysine fermentation to acetate and butanoate	LYSINE-DEG	Degradation/Utilization/Assimilation	Amino Acids Degradation	Proteinogenic Amino Acids Degradation	L-lysine Degradation	L-lysine Degradation	L-lysine Degradation	L-lysine Degradation
2.7.2.1	P163-PWY	L-lysine fermentation to acetate and butanoate	Fermentation	Generation of Precursor Metabolites and Energy						
5.4.3.3	P163-PWY	L-lysine fermentation to acetate and butanoate	LYSINE-DEG	Degradation/Utilization/Assimilation	Amino Acids Degradation	Proteinogenic Amino Acids Degradation	L-lysine Degradation	L-lysine Degradation	L-lysine Degradation	L-lysine Degradation
5.4.3.3	P163-PWY	L-lysine fermentation to acetate and butanoate	Fermentation	Generation of Precursor Metabolites and Energy						
2.8.3.9	P163-PWY	L-lysine fermentation to acetate and butanoate	LYSINE-DEG	Degradation/Utilization/Assimilation	Amino Acids Degradation	Proteinogenic Amino Acids Degradation	L-lysine Degradation	L-lysine Degradation	L-lysine Degradation	L-lysine Degradation
2.8.3.9	P163-PWY	L-lysine fermentation to acetate and butanoate	Fermentation	Generation of Precursor Metabolites and Energy						
4.3.1.14	P163-PWY	L-lysine fermentation to acetate and butanoate	LYSINE-DEG	Degradation/Utilization/Assimilation	Amino Acids Degradation	Proteinogenic Amino Acids Degradation	L-lysine Degradation	L-lysine Degradation	L-lysine Degradation	L-lysine Degradation
4.3.1.14	P163-PWY	L-lysine fermentation to acetate and butanoate	Fermentation	Generation of Precursor Metabolites and Energy						
5.4.3.2	P163-PWY	L-lysine fermentation to acetate and butanoate	LYSINE-DEG	Degradation/Utilization/Assimilation	Amino Acids Degradation	Proteinogenic Amino Acids Degradation	L-lysine Degradation	L-lysine Degradation	L-lysine Degradation	L-lysine Degradation
5.4.3.2	P163-PWY	L-lysine fermentation to acetate and butanoate	Fermentation	Generation of Precursor Metabolites and Energy						
2.3.1.9	P163-PWY	L-lysine fermentation to acetate and butanoate	LYSINE-DEG	Degradation/Utilization/Assimilation	Amino Acids Degradation	Proteinogenic Amino Acids Degradation	L-lysine Degradation	L-lysine Degradation	L-lysine Degradation	L-lysine Degradation
2.3.1.9	P163-PWY	L-lysine fermentation to acetate and butanoate	Fermentation	Generation of Precursor Metabolites and Energy						
2.3.1.247	P163-PWY	L-lysine fermentation to acetate and butanoate	LYSINE-DEG	Degradation/Utilization/Assimilation	Amino Acids Degradation	Proteinogenic Amino Acids Degradation	L-lysine Degradation	L-lysine Degradation	L-lysine Degradation	L-lysine Degradation
2.3.1.247	P163-PWY	L-lysine fermentation to acetate and butanoate	Fermentation	Generation of Precursor Metabolites and Energy						
2.3.1.8	P163-PWY	L-lysine fermentation to acetate and butanoate	LYSINE-DEG	Degradation/Utilization/Assimilation	Amino Acids Degradation	Proteinogenic Amino Acids Degradation	L-lysine Degradation	L-lysine Degradation	L-lysine Degradation	L-lysine Degradation
2.3.1.8	P163-PWY	L-lysine fermentation to acetate and butanoate	Fermentation	Generation of Precursor Metabolites and Energy						
1.3.8.1	P163-PWY	L-lysine fermentation to acetate and butanoate	LYSINE-DEG	Degradation/Utilization/Assimilation	Amino Acids Degradation	Proteinogenic Amino Acids Degradation	L-lysine Degradation	L-lysine Degradation	L-lysine Degradation	L-lysine Degradation
1.3.8.1	P163-PWY	L-lysine fermentation to acetate and butanoate	Fermentation	Generation of Precursor Metabolites and Energy						
1.14.99.-	PWY-5288	astaxanthin biosynthesis (bacteria, fungi, algae)	TETRATERPENOID-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Terpenoids Biosynthesis	Tetraterpenoids Biosynthesis	Tetraterpenoids Biosynthesis	Tetraterpenoids Biosynthesis	Tetraterpenoids Biosynthesis
1.14.99.-	PWY-5288	astaxanthin biosynthesis (bacteria, fungi, algae)	CAROTENOID-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Terpenoids Biosynthesis	Carotenoids Biosynthesis	Carotenoids Biosynthesis	Carotenoids Biosynthesis	Carotenoids Biosynthesis
1.13.99.-	PWY-5288	astaxanthin biosynthesis (bacteria, fungi, algae)	TETRATERPENOID-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Terpenoids Biosynthesis	Tetraterpenoids Biosynthesis	Tetraterpenoids Biosynthesis	Tetraterpenoids Biosynthesis	Tetraterpenoids Biosynthesis
1.13.99.-	PWY-5288	astaxanthin biosynthesis (bacteria, fungi, algae)	CAROTENOID-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Terpenoids Biosynthesis	Carotenoids Biosynthesis	Carotenoids Biosynthesis	Carotenoids Biosynthesis	Carotenoids Biosynthesis
1.14.99.-	PWY-5288	astaxanthin biosynthesis (bacteria, fungi, algae)	TETRATERPENOID-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Terpenoids Biosynthesis	Tetraterpenoids Biosynthesis	Tetraterpenoids Biosynthesis	Tetraterpenoids Biosynthesis	Tetraterpenoids Biosynthesis
1.14.99.-	PWY-5288	astaxanthin biosynthesis (bacteria, fungi, algae)	CAROTENOID-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Terpenoids Biosynthesis	Carotenoids Biosynthesis	Carotenoids Biosynthesis	Carotenoids Biosynthesis	Carotenoids Biosynthesis
1.13.99.-	PWY-5288	astaxanthin biosynthesis (bacteria, fungi, algae)	TETRATERPENOID-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Terpenoids Biosynthesis	Tetraterpenoids Biosynthesis	Tetraterpenoids Biosynthesis	Tetraterpenoids Biosynthesis	Tetraterpenoids Biosynthesis
1.13.99.-	PWY-5288	astaxanthin biosynthesis (bacteria, fungi, algae)	CAROTENOID-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Terpenoids Biosynthesis	Carotenoids Biosynthesis	Carotenoids Biosynthesis	Carotenoids Biosynthesis	Carotenoids Biosynthesis
1.14.13.129	PWY-5288	astaxanthin biosynthesis (bacteria, fungi, algae)	TETRATERPENOID-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Terpenoids Biosynthesis	Tetraterpenoids Biosynthesis	Tetraterpenoids Biosynthesis	Tetraterpenoids Biosynthesis	Tetraterpenoids Biosynthesis
1.14.13.129	PWY-5288	astaxanthin biosynthesis (bacteria, fungi, algae)	CAROTENOID-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Terpenoids Biosynthesis	Carotenoids Biosynthesis	Carotenoids Biosynthesis	Carotenoids Biosynthesis	Carotenoids Biosynthesis
1.14.99.-	PWY-5288	astaxanthin biosynthesis (bacteria, fungi, algae)	TETRATERPENOID-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Terpenoids Biosynthesis	Tetraterpenoids Biosynthesis	Tetraterpenoids Biosynthesis	Tetraterpenoids Biosynthesis	Tetraterpenoids Biosynthesis
1.14.99.-	PWY-5288	astaxanthin biosynthesis (bacteria, fungi, algae)	CAROTENOID-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Terpenoids Biosynthesis	Carotenoids Biosynthesis	Carotenoids Biosynthesis	Carotenoids Biosynthesis	Carotenoids Biosynthesis
1.14.13.129	PWY-5288	astaxanthin biosynthesis (bacteria, fungi, algae)	TETRATERPENOID-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Terpenoids Biosynthesis	Tetraterpenoids Biosynthesis	Tetraterpenoids Biosynthesis	Tetraterpenoids Biosynthesis	Tetraterpenoids Biosynthesis
1.14.13.129	PWY-5288	astaxanthin biosynthesis (bacteria, fungi, algae)	CAROTENOID-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Terpenoids Biosynthesis	Carotenoids Biosynthesis	Carotenoids Biosynthesis	Carotenoids Biosynthesis	Carotenoids Biosynthesis
1.14.99.-	PWY-5288	astaxanthin biosynthesis (bacteria, fungi, algae)	TETRATERPENOID-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Terpenoids Biosynthesis	Tetraterpenoids Biosynthesis	Tetraterpenoids Biosynthesis	Tetraterpenoids Biosynthesis	Tetraterpenoids Biosynthesis
1.14.99.-	PWY-5288	astaxanthin biosynthesis (bacteria, fungi, algae)	CAROTENOID-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Terpenoids Biosynthesis	Carotenoids Biosynthesis	Carotenoids Biosynthesis	Carotenoids Biosynthesis	Carotenoids Biosynthesis
1.13.99.-	PWY-5288	astaxanthin biosynthesis (bacteria, fungi, algae)	TETRATERPENOID-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Terpenoids Biosynthesis	Tetraterpenoids Biosynthesis	Tetraterpenoids Biosynthesis	Tetraterpenoids Biosynthesis	Tetraterpenoids Biosynthesis
1.13.99.-	PWY-5288	astaxanthin biosynthesis (bacteria, fungi, algae)	CAROTENOID-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Terpenoids Biosynthesis	Carotenoids Biosynthesis	Carotenoids Biosynthesis	Carotenoids Biosynthesis	Carotenoids Biosynthesis
1.14.99.-	PWY-5288	astaxanthin biosynthesis (bacteria, fungi, algae)	TETRATERPENOID-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Terpenoids Biosynthesis	Tetraterpenoids Biosynthesis	Tetraterpenoids Biosynthesis	Tetraterpenoids Biosynthesis	Tetraterpenoids Biosynthesis
1.14.99.-	PWY-5288	astaxanthin biosynthesis (bacteria, fungi, algae)	CAROTENOID-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Terpenoids Biosynthesis	Carotenoids Biosynthesis	Carotenoids Biosynthesis	Carotenoids Biosynthesis	Carotenoids Biosynthesis
1.13.99.-	PWY-5288	astaxanthin biosynthesis (bacteria, fungi, algae)	TETRATERPENOID-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Terpenoids Biosynthesis	Tetraterpenoids Biosynthesis	Tetraterpenoids Biosynthesis	Tetraterpenoids Biosynthesis	Tetraterpenoids Biosynthesis
1.13.99.-	PWY-5288	astaxanthin biosynthesis (bacteria, fungi, algae)	CAROTENOID-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Terpenoids Biosynthesis	Carotenoids Biosynthesis	Carotenoids Biosynthesis	Carotenoids Biosynthesis	Carotenoids Biosynthesis
1.14.99.-	PWY-5288	astaxanthin biosynthesis (bacteria, fungi, algae)	TETRATERPENOID-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Terpenoids Biosynthesis	Tetraterpenoids Biosynthesis	Tetraterpenoids Biosynthesis	Tetraterpenoids Biosynthesis	Tetraterpenoids Biosynthesis
1.14.99.-	PWY-5288	astaxanthin biosynthesis (bacteria, fungi, algae)	CAROTENOID-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Terpenoids Biosynthesis	Carotenoids Biosynthesis	Carotenoids Biosynthesis	Carotenoids Biosynthesis	Carotenoids Biosynthesis
1.13.99.-	PWY-5288	astaxanthin biosynthesis (bacteria, fungi, algae)	TETRATERPENOID-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Terpenoids Biosynthesis	Tetraterpenoids Biosynthesis	Tetraterpenoids Biosynthesis	Tetraterpenoids Biosynthesis	Tetraterpenoids Biosynthesis
1.13.99.-	PWY-5288	astaxanthin biosynthesis (bacteria, fungi, algae)	CAROTENOID-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Terpenoids Biosynthesis	Carotenoids Biosynthesis	Carotenoids Biosynthesis	Carotenoids Biosynthesis	Carotenoids Biosynthesis
2.3.1.-	PWY-7730	T-2 toxin biosynthesis	SESQUITERPENOID-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Terpenoids Biosynthesis	Sesquiterpenoids Biosynthesis	Sesquiterpenoids Biosynthesis	Sesquiterpenoids Biosynthesis	Sesquiterpenoids Biosynthesis
1.14.13.-	PWY-7730	T-2 toxin biosynthesis	SESQUITERPENOID-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Terpenoids Biosynthesis	Sesquiterpenoids Biosynthesis	Sesquiterpenoids Biosynthesis	Sesquiterpenoids Biosynthesis	Sesquiterpenoids Biosynthesis
2.3.1.-	PWY-7730	T-2 toxin biosynthesis	SESQUITERPENOID-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Terpenoids Biosynthesis	Sesquiterpenoids Biosynthesis	Sesquiterpenoids Biosynthesis	Sesquiterpenoids Biosynthesis	Sesquiterpenoids Biosynthesis
1.14.13.-	PWY-7730	T-2 toxin biosynthesis	SESQUITERPENOID-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Terpenoids Biosynthesis	Sesquiterpenoids Biosynthesis	Sesquiterpenoids Biosynthesis	Sesquiterpenoids Biosynthesis	Sesquiterpenoids Biosynthesis
3.1.1.-	PWY-7730	T-2 toxin biosynthesis	SESQUITERPENOID-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Terpenoids Biosynthesis	Sesquiterpenoids Biosynthesis	Sesquiterpenoids Biosynthesis	Sesquiterpenoids Biosynthesis	Sesquiterpenoids Biosynthesis
4.1.1.59	P3-PWY	gallate degradation III (anaerobic)	GALLATE-DEG	Degradation/Utilization/Assimilation	Aromatic Compounds Degradation	Gallate Degradation	Gallate Degradation	Gallate Degradation	Gallate Degradation	Gallate Degradation
2.7.2.1	P3-PWY	gallate degradation III (anaerobic)	GALLATE-DEG	Degradation/Utilization/Assimilation	Aromatic Compounds Degradation	Gallate Degradation	Gallate Degradation	Gallate Degradation	Gallate Degradation	Gallate Degradation
2.3.1.-	P3-PWY	gallate degradation III (anaerobic)	GALLATE-DEG	Degradation/Utilization/Assimilation	Aromatic Compounds Degradation	Gallate Degradation	Gallate Degradation	Gallate Degradation	Gallate Degradation	Gallate Degradation
3.7.1.-	P3-PWY	gallate degradation III (anaerobic)	GALLATE-DEG	Degradation/Utilization/Assimilation	Aromatic Compounds Degradation	Gallate Degradation	Gallate Degradation	Gallate Degradation	Gallate Degradation	Gallate Degradation
2.8.3.8	P3-PWY	gallate degradation III (anaerobic)	GALLATE-DEG	Degradation/Utilization/Assimilation	Aromatic Compounds Degradation	Gallate Degradation	Gallate Degradation	Gallate Degradation	Gallate Degradation	Gallate Degradation
2.8.3.1	P3-PWY	gallate degradation III (anaerobic)	GALLATE-DEG	Degradation/Utilization/Assimilation	Aromatic Compounds Degradation	Gallate Degradation	Gallate Degradation	Gallate Degradation	Gallate Degradation	Gallate Degradation
