	Node1	Node2	CPD
2973	PWY-5659	PWY-7573	GDP-&alpha;-D-mannose
2974	PWY-5659	PWY-66	GDP-&alpha;-D-mannose
2975	PWY-5659	PWY-6073	GDP-&alpha;-D-mannose
2976	PWY-5659	PWY-7575	GDP-&alpha;-D-mannose
2977	PWY-5659	PWY-6082	GDP-&alpha;-D-mannose
2978	PWY-5659	PWY-5740	GDP-&alpha;-D-mannose
2979	PWY-5659	PWY-6655	GDP-&alpha;-D-mannose
2980	PWY-5659	MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS	GDP-&alpha;-D-mannose
2981	PWY-5659	PWY-5739	GDP-&alpha;-D-mannose
2982	PWY-5659	GDPRHAMSYN-PWY	GDP-&alpha;-D-mannose
2983	PWY-5659	PWY-6658	GDP-&alpha;-D-mannose
2984	PWY-5659	PWY-7661	GDP-&alpha;-D-mannose
2985	PWY-5659	PWY-5738	GDP-&alpha;-D-mannose
2986	PWY-5659	PWY-5115	GDP-&alpha;-D-mannose
2987	PWY-7733	PWY-7737	3-hydroxyquinaldate
2988	PWY-7733	TRPSYN-PWY	L-tryptophan
2989	PWY-7651	PWY-6507	4-deoxy-L-threo-hex-4-enopyranuronate
2990	PWY-7141	PWY-922	dimethylallyl diphosphate
2991	PWY-7566	PWY-7242	FRUCTURONATE
2992	PWY-5641	PWY-5162	2-oxopent-4-enoate
2993	PWY-6999	PWY-5691	urate
2994	PWY-7528	PWY0-1303	S-adenosyl 3-(methylthio)propylamine
2995	PWY-7528	ARGSPECAT-PWY	S-adenosyl 3-(methylthio)propylamine
2996	PWY-6518	PWY-6061	glycocholate
2997	PWY-6694	CODH-PWY	CO<SUB>2</SUB>
2998	PWY-7635	PWY-4681	kievitone
2999	PWY-7188	PWY-5060	(2S)-eriodictyol
3000	P181-PWY	TCA	succinate|2-oxoglutarate
3001	PWY-7563	TYRSYN	L-tyrosine
3002	PWY-7563	PWY-3461	L-tyrosine
3003	PWY-2464	PWY-2467	(-)-maackiain|cis-(-)-7,2'-dihydroxy-4',5'-methylenedioxyisoflavanol
3004	PWY-2464	PWY-7633	calycosin
3005	PWY-2464	PWY-7615	(-)-maackiain
3006	PWY-2464	PWY-2321	formononetin
3007	PWY-2464	PWY-2701	(-)-maackiain
3008	PWY-5165	PWY-6185	4-methylcatechol
3009	PWY-5165	P183-PWY	catechol
3010	PWY-5934	PWY-5912	|Fe3-siderophores|
3011	PWY-5901	PWY-6374	2,3-dihydroxybenzoate
3012	PWY-5901	ENTBACSYN-PWY	2,3-dihydroxybenzoate
3013	PWY-1581	PWY-6520	all-trans-nonaprenyl diphosphate
3014	PWY-1581	PWY-5886	4-hydroxyphenylpyruvate
3015	PWY-1581	PWY-5805	all-trans-nonaprenyl diphosphate
3016	PWY-6658	PWY-5659	GDP-&alpha;-D-mannose
3017	PWY-6658	DTDPRHAMSYN-PWY	dTDP-&beta;-L-rhamnose
3018	PWY-6466	NONOXIPENT-PWY	RIBOSE-5P
3019	PWY-6466	GLNSYN-PWY	L-glutamine
3020	PWY-6466	PWY-7282	pyridoxal 5'-phosphate
3021	PWY-6466	PWY-7204	pyridoxal 5'-phosphate
3022	PWY-5829	PWY-5122	geranyl diphosphate
3023	PWY-5829	PWY-5835	geraniol
3024	PWY-5829	PWY-7697	geraniol
3025	PWY-6893	PWY-6890	4-amino-2-methyl-5-(diphosphomethyl)pyrimidine
3026	PWY-6893	PWY-6910	4-amino-2-methyl-5-(diphosphomethyl)pyrimidine
3027	PWY-6893	PWY-6891	2-(2-carboxy-4-methylthiazol-5-yl)ethyl phosphate
3028	PWY-7052	ASPARTATESYN-PWY	L-aspartate
3029	PWY-7052	ARGSYNBSUB-PWY	L-arginine
3030	GLUTAMATE-DEG1-PWY	PROUT-PWY	L-glutamate
3031	GLUTAMATE-DEG1-PWY	ARGASEDEG-PWY	L-glutamate
3032	GLUTAMATE-DEG1-PWY	TCA	2-oxoglutarate
3033	GLUTAMATE-DEG1-PWY	GLUTAMINDEG-PWY	L-glutamate
3034	PWY-6853	TCA	2-oxoglutarate
3035	PWY-6853	ARGSYNBSUB-PWY	L-arginine|L-glutamate
3036	PWY-5736	PWY-5731	isopropylamine
3037	PWY-5736	P141-PWY	isopropylamine
3038	PWY-7415	PWY-7413	dTDP-6-deoxy-&alpha;-D-allose
3039	PWY-7415	PWY-7414	dTDP-&alpha;-D-mycaminose
3040	PWY-7415	PWY-6976	dTDP-&beta;-L-mycarose
3041	PWY-6350	P341-PWY	glycerone phosphate
3042	PWY-6350	PWY-6349	saturated CDP-archaeol|unsaturated CDP-archaeol
3043	PWY-6350	CALVIN-PWY	glycerone phosphate
3044	PWY-7481	PWY-2981	(-)-ent-copalyl diphosphate
3045	PWY-6392	PWY-6389	(S)-acetoin
3046	PWY-6481	PWY-6498	L-dopachrome
3047	PWY-3621	PWY-3661	glycine betaine
3048	PWY-381	PWY-7683	nitrite
3049	PWY-7310	GLYCOLYSIS	D-glyceraldehyde 3-phosphate
3050	PWY-7310	PYRUVDEHYD-PWY	pyruvate
3051	ASPARTATE-DEG1-PWY	TCA	oxaloacetate
3052	ASPARTATE-DEG1-PWY	ASPARAGINE-DEG1-PWY	L-aspartate
3053	PWY-5147	PWY-1121	oleoyl-CoA
3054	PWY-5147	PWY-6433	oleoyl-CoA
3055	PWY-5147	PWY-321	oleoyl-CoA
3056	PWY-5147	PWY-5368	oleate|oleoyl-CoA
3057	PWY-5147	PWY-4942	oleoyl-CoA||Oleoyl-lipid|
3058	PWY-5147	PWY-6733	oleoyl-CoA
3059	PWY-5147	PWY-5989	|Stearoyl-ACPs|
3060	PWY-5147	PWY-5995	oleoyl-CoA
3061	PWY-5147	PWY-7618	oleoyl-CoA
3062	PWY-5147	PWY-6453	oleoyl-CoA
3063	PWY-7773	PWY-2361	3-oxoadipate
3064	PWY-6973	PWY-7045	dTDP-&alpha;-D-olivose|dTDP-D-mycarose|dTDP-&beta;-D-oliose
3065	PWY-7094	FASYN-ELONG-PWY	|3-oxo-decanoyl-ACPs|
3066	PWY-6931	PWY-6932	hydrogen selenide
3067	PWY-6931	PWY-6936	seleno-L-methionine
3068	PWY-5096	P341-PWY	pyruvate
3069	ILEUSYN-PWY	HOMOSER-THRESYN-PWY	L-threonine
3070	PWY-7157	PWY-3101	quercetin
3071	PWY-5318	PWY-7341	tropinone
3072	PWY-5318	PWY-5317	tropinone
3073	PWY-5318	PWY-5315	N-methyl-&Delta;<sup>1</sup>-pyrrolinium cation
3074	PWY-3721	PWY-3661	glycine betaine
3075	PWY-2541	PWY-2582	campesterol
3076	PWY-2541	PWY-6115	cycloartenol
3077	PWY-2541	PWY-5123	(2E,6E)-farnesyl diphosphate
3078	PWY-2541	PWY-6174	(2E,6E)-farnesyl diphosphate
3079	PWY-2541	PWY-6577	(2E,6E)-farnesyl diphosphate
3080	PWY-2541	PWY-922	(2E,6E)-farnesyl diphosphate
3081	PWY-2541	PWY-7391	(2E,6E)-farnesyl diphosphate
3082	PWY-2541	PWY-699	campesterol
3083	PWY-2361	PWY-6087	3-oxoadipate
3084	PWY-2361	PWY-6089	3-oxoadipate
3085	PWY-2361	PWY-6094	3-oxoadipate
3086	PWY-2361	PCPDEG-PWY	3-oxoadipate
3087	PWY-2361	PWY-7772	3-oxoadipate
3088	PWY-2361	PWY-6178	3-oxoadipate
3089	PWY-2361	PWY-6107	3-oxoadipate
3090	PWY-2361	PWY-6093	3-oxoadipate
3091	PWY-2361	PWY-7773	3-oxoadipate
3092	PWY-2361	PWY-7002	3-oxoadipate
3093	PWY-2361	PWY-6041	3-oxoadipate
3094	PWY-2361	PWY-5489	3-oxoadipate
3095	PWY-2361	P343-PWY	3-oxoadipate
3096	PWY-2361	14DICHLORBENZDEG-PWY	3-oxoadipate
3097	PWY-2361	PWY-5487	3-oxoadipate
3098	PWY-2361	PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	3-oxoadipate
3099	PWY-2361	PWY-7081	3-oxoadipate
3100	PWY-2361	TCA	acetyl-CoA
3101	PWY-2361	PWY-6200	3-oxoadipate
3102	PWY-2361	PWY-6193	3-oxoadipate
3103	PWY-2361	GAMMAHEXCHLORDEG-PWY	3-oxoadipate
3104	PWY-2361	PWY-6084	3-oxoadipate
3105	PWY-2361	CATECHOL-ORTHO-CLEAVAGE-PWY	3-oxoadipate
3106	PWY-2361	PWY-5488	3-oxoadipate
3107	PWY-6891	PWY-6907	2-(2-carboxy-4-methylthiazol-5-yl)ethyl phosphate
3108	PWY-6891	PWY-6893	2-(2-carboxy-4-methylthiazol-5-yl)ethyl phosphate
3109	PWY-2721	GLYCOLYSIS	&beta;-D-glucose 6-phosphate
3110	PWY0-1324	GLUAMCAT-PWY	N-ACETYL-D-GLUCOSAMINE-6-P
3111	PWY-6453	PWY-5147	oleoyl-CoA
3112	PWY-6453	PWY-5995	linoleoyl-CoA
3113	PWY-6564	PWY-4821	UDP-&alpha;-D-xylose|UDP-&alpha;-D-glucuronate
3114	PWY-6288	PWY-5944	zeaxanthin
3115	PWY-3581	PWY-5287	(S)-reticuline
3116	PWY-3581	PWY-7363	(S)-reticuline|(S)-coclaurine
3117	PWY-3581	PWY-5270	(S)-reticuline
3118	PWY-3581	PWY-5876	(S)-reticuline
3119	PWY-3581	PWY-7138	(S)-reticuline
3120	PWY-3581	PWY-5472	(S)-N-methylcoclaurine
3121	PWY-3581	PWY-3901	(S)-reticuline
3122	PWY-5142	PWY-5143	|Long-Chain-Fatty-Acids|||Fatty-Acids|
3123	PWY-1281	TAURINEDEG-PWY	sulfoacetaldehyde
3124	PWY-1281	PWY-6043	sulfoacetaldehyde
3125	PWY-1281	PWY-6044	sulfoacetaldehyde
3126	PWY-1281	PWY-2601	sulfoacetaldehyde
3127	PWY-1281	PWY-6593	sulfoacetaldehyde
3128	PWY-1281	PWY-1263	sulfoacetaldehyde
3129	PWY-1281	PWY-1264	sulfoacetaldehyde
3130	PWY-1281	DISSULFRED-PWY	sulfite
3131	PWY-6857	PWY-6872	|RPB-Retinol|
3132	PWY-6857	PWY-6861	|RPB-Retinol|
3133	PWY-6857	PWY-6875	|RPB-Retinol|
3134	PWY-6857	PWY-5943	all-trans-&beta;-carotene
3135	PWY-5076	PWY-6871	4-methyl-2-oxopentanoate
3136	PWY-6619	SALVADEHYPOX-PWY	adenosine
3137	PWY-5773	PWY-5827	hemigossypol|hemigossypol-6-methyl ether
3138	PWY-5704	PWY-6426	urea
3139	PWY-5704	PWY-31	urea
3140	PWY-5704	ARG-GLU-PWY	urea
3141	PWY-282	PWY-5080	VERY-LONG-CHAIN-FATTY-ACYL-COA
3142	PWY-7601	PWY-5995	linoleoyl-CoA
3143	PWY-5668	PWY-5981	CDPDIACYLGLYCEROL
3144	PWY-5668	PWY0-1319	CDPDIACYLGLYCEROL
3145	PWY-5668	PWY-5667	CDPDIACYLGLYCEROL
3146	PWY-5668	GLYCOLYSIS	glycerone phosphate
3147	PWY-5139	PWY-5268	pelargonidin-3,5-di-O-&beta;-D-glucoside
3148	PWY-5139	PWY-5125	pelargonidin-3-O-&beta;-D-glucoside
3149	PWY-5139	PWY-7267	pelargonidin-3-O-&beta;-D-glucoside
3150	TRYPTOPHAN-DEGRADATION-1	TCA	acetyl-CoA
3151	PWY-7057	PWY-7058	esculetin
3152	PWY-6824	PWY-361	coniferyl alcohol
3153	PWY-6824	PWY-6820	justicidin B
3154	PWY-5670	PWY-6132	(3S)-2,3-epoxy-2,3-dihydrosqualene
3155	PWY-5670	PWY-7476	(3S)-2,3-epoxy-2,3-dihydrosqualene
3156	PWY-5670	PWY-7155	(3S)-2,3-epoxy-2,3-dihydrosqualene
3157	PWY-5670	PWY-6008	(3S)-2,3-epoxy-2,3-dihydrosqualene
3158	PWY-5670	PWY-112	(3S)-2,3-epoxy-2,3-dihydrosqualene
3159	PWY-5670	PWY-5992	(3S)-2,3-epoxy-2,3-dihydrosqualene
3160	PWY-5670	PWY-6007	(3S)-2,3-epoxy-2,3-dihydrosqualene
3161	PWY-5670	PWY-5377	(3S)-2,3-epoxy-2,3-dihydrosqualene
3162	PWY-5670	PWY-6005	(3S)-2,3-epoxy-2,3-dihydrosqualene
3163	PWY-5670	PWY-6098	(3S)-2,3-epoxy-2,3-dihydrosqualene
3164	PWY-5670	PWY-7154	(3S)-2,3-epoxy-2,3-dihydrosqualene
3165	PWY-5670	PWY-2582	campesterol
3166	PWY-5670	PWY-5203	(3S)-2,3-epoxy-2,3-dihydrosqualene
3167	PWY-5670	PWY-7251	(3S)-2,3-epoxy-2,3-dihydrosqualene
3168	PWY-5670	PWY-7069	(3S)-2,3-epoxy-2,3-dihydrosqualene
3169	PWY-5670	PWY-5123	(2E,6E)-farnesyl diphosphate
3170	PWY-5670	PWY-6115	(3S)-2,3-epoxy-2,3-dihydrosqualene
3171	PWY-5670	PWY-6577	(2E,6E)-farnesyl diphosphate
3172	PWY-5670	PWY-5672	(3S)-2,3-epoxy-2,3-dihydrosqualene
3173	PWY-5670	PWY-6109	(3S)-2,3-epoxy-2,3-dihydrosqualene
3174	PWY-5670	PWY-699	campesterol
3175	PWY-7730	PWY-7713	3,4,15-triacetoxyscirpenol
3176	PWY-7730	PWY-7711	calonectrin
3177	PWY-7187	PWY-7184	dCTP
3178	PWY0-1517	NONOXIPENT-PWY	D-SEDOHEPTULOSE-7-P|D-erythrose 4-phosphate
3179	PWY0-1517	GLYCOLYSIS	glycerone phosphate
3180	CALVIN-PWY	PWY-6531	&beta;-D-fructofuranose 6-phosphate
3181	CALVIN-PWY	PWY-6141	glycerone phosphate
3182	CALVIN-PWY	PWY-6349	glycerone phosphate
3183	CALVIN-PWY	PWY-6350	glycerone phosphate
3184	CALVIN-PWY	PWY-7750	CO<SUB>2</SUB>
3185	CALVIN-PWY	PWY-622	&beta;-D-fructofuranose 6-phosphate|3-phospho-D-glycerate
3186	CALVIN-PWY	PWY-5054	&beta;-D-fructofuranose 6-phosphate
3187	CALVIN-PWY	PWY-181	D-ribulose-1,5-bisphosphate|3-phospho-D-glycerate
3188	CALVIN-PWY	PWY-5173	pyruvate
3189	CALVIN-PWY	SUCSYN-PWY	glycerone phosphate|3-phospho-D-glycerate
3190	PWY-5807	PWY-5839	all-trans-heptaprenyl diphosphate
3191	PWY-5807	PWY-5855	all-trans-heptaprenyl diphosphate
3192	PWY-5807	PWY-5123	(2E,6E)-farnesyl diphosphate
3193	PWY-5807	PWY-5873	all-trans-heptaprenyl diphosphate
3194	PWY-6666	PWY-5770	phenazine-1-carboxylate
3195	PWY-7552	PWY-5194	siroheme
3196	PWY-6308	SERSYN-PWY	3-phospho-L-serine
3197	PWY-5394	PWY-5404	L-dopa|L-tyrosine
3198	PWY-5394	PWY-5399	betalamate|L-tyrosine
3199	PWY-5394	PWY-5439	betalamate
3200	PWY-5394	PWY-3461	L-tyrosine
3201	PWY-5394	PWY-5403	L-dopa
3202	PWY-5394	PWY-5426	L-dopa
3203	PWY-5472	PWY-3581	(S)-N-methylcoclaurine
3204	PWY-6804	PWY-762	PHOSPHATIDYLCHOLINE
3205	PWY-6804	TRIGLSYN-PWY	DIACYLGLYCEROL
3206	PWY-2902	PWY-5967	trans-zeatin
3207	PWY-2902	PWY-2681	trans-zeatin
3208	PWY-2902	PWY-2781	cis-zeatin
3209	PWY-2902	PWY-2901	dihydrozeatin-9-N-glucoside
3210	PWY-6074	PWY-6132	lanosterol
3211	PWY-6074	PWY66-341	zymosterol
3212	PWY-6074	PWY-6075	zymosterol
3213	PWY-741	PWY-5163	<I>p</I>-cumate
3214	PWY-741	PWY-5273	<I>p</I>-cumate
3215	PWY-5374	PWY-5995	|Linoleoyl-groups|
3216	PWY-5859	PWY-361	coniferyl alcohol
3217	PWY-5859	PWY-4201	eugenol|isoeugenol
3218	PWY-5424	PWY-5122	geranyl diphosphate
3219	PWY-5424	PWY-5123	(2E,6E)-farnesyl diphosphate
3220	PWY-6610	PWY-6617	adenine
3221	PWY-3821	PWY-4821	UDP-&alpha;-D-glucose
3222	PWY-3821	SUCSYN-PWY	UDP-&alpha;-D-glucose
3223	PWY-7636	PWY-5943	all-trans-&beta;-carotene
3224	PWY-6724	GLYCOLYSIS	|D-glucopyranose-6-phosphate|
3225	PWY-6724	PWY-622	|Starch|
3226	PWY-6724	SUCSYN-PWY	&alpha;-maltose|D-GLUCOSE
3227	PWY-6724	PWY-5484	&beta;-D-glucose 6-phosphate
3228	PWY-6724	PWY-7238	|D-glucopyranose|||D-Glucose||MALTOSE
3229	PWY-7456	GLYCOLYSIS	|D-glucopyranose||&beta;-D-fructofuranose 6-phosphate
3230	PWY-6358	PWY-6362	D-myo-inositol (1,3,4)-trisphosphate
3231	PWY-6358	PWY-6351	D-myo-inositol (1,4,5)-trisphosphate|<I>myo</I>-inositol
3232	PWY-6955	PWY-7548	methylthiolincosamide
3233	PWY-6863	GLYCOLYSIS	pyruvate
3234	PWY-7749	PWY-7748	(-)-yatein
3235	PWY-2724	PWY-7288	|Fatty-Acids|||Alpha-omega-dicarboxylates|
3236	SERSYN-PWY	PWY-7735	L-serine
3237	SERSYN-PWY	PWY-7289	3-phospho-L-serine
3238	SERSYN-PWY	HOMOCYSDEGR-PWY	L-serine
3239	SERSYN-PWY	PWY-6281	L-serine
3240	SERSYN-PWY	GLYCOLYSIS	3-phospho-D-glycerate
3241	SERSYN-PWY	CYSTSYN-PWY	L-serine
3242	SERSYN-PWY	PWY-6308	3-phospho-L-serine
3243	SERSYN-PWY	PWY-7274	L-serine
3244	SERSYN-PWY	PWY-6629	L-serine
3245	SERSYN-PWY	PWY-6292	L-serine
3246	SERSYN-PWY	PWY-6643	3-phospho-L-serine
3247	SERSYN-PWY	PWY-6196	L-serine
3248	SERSYN-PWY	GLYSYN-PWY	L-serine
3249	SERSYN-PWY	TRPSYN-PWY	L-serine
3250	SERSYN-PWY	PWY-5328	L-serine
3251	SERSYN-PWY	ENTBACSYN-PWY	L-serine
3252	PWY-6991	PWY-5122	geranyl diphosphate
3253	PWY-7448	PWY-6035	(-)-epicatechin|(-)-epigallocatechin
3254	PWY-7448	PWY-6707	gallate
3255	PWY-5313	PWY-5125	cyanidin
3256	PWY-6665	PWY-84	trans-resveratrol
3257	PWY-5462	PYRUVDEHYD-PWY	pyruvate
3258	PWY-5462	THRDLCTCAT-PWY	methylglyoxal
3259	PWY-5462	PWY-5451	methylglyoxal
3260	SUCSYN-PWY	PWY-3821	UDP-&alpha;-D-glucose
3261	SUCSYN-PWY	PWY-5054	&beta;-D-fructofuranose 6-phosphate
3262	SUCSYN-PWY	PWY-6724	&alpha;-maltose|D-GLUCOSE
3263	SUCSYN-PWY	CALVIN-PWY	glycerone phosphate|3-phospho-D-glycerate
3264	PWY-6569	PWY-4821	UDP-&alpha;-D-xylose|UDP-&alpha;-D-glucuronate
3265	PWY-4661	PWY-2301	<I>myo</I>-inositol
3266	OCTOPINEDEG-PWY	ARG-GLU-PWY	L-arginine
3267	PWY-5655	TCA	acetyl-CoA
3268	PWY-6426	PWY-5704	urea
3269	PWY-622	CALVIN-PWY	&beta;-D-fructofuranose 6-phosphate|3-phospho-D-glycerate
3270	PWY-622	PWY-6724	|Starch|
3271	PWY-622	PWY-621	|D-glucopyranose-6-phosphate||&alpha;-D-glucose 6-phosphate|&alpha;-D-glucopyranose 1-phosphate
3272	PWY-3841	PWY-6614	DIHYDROFOLATE-GLU-N
3273	PWY-5399	PWY-5461	betanidin
3274	PWY-5399	PWY-5394	betalamate|L-tyrosine
3275	PWY-5399	PWY-5400	cyclo-dopa 5-O-glucoside
3276	PWY-5399	PWY-7265	betanin
3277	PWY-5055	P142-PWY	pyruvate
3278	PWY-7522	PWY-3901	berberine
3279	PWY-6351	PWY-6580	<I>myo</I>-inositol
3280	PWY-6351	PWY-6362	D-myo-inositol (1,4,5)-trisphosphate
3281	PWY-6351	PWY-6363	D-myo-inositol (1,4,5)-trisphosphate|<I>myo</I>-inositol
3282	PWY-6351	PWY-6555	D-myo-inositol (1,4,5)-trisphosphate
3283	PWY-6351	PWY-6361	D-myo-inositol (1,4,5)-trisphosphate
3284	PWY-6351	PWY-6358	D-myo-inositol (1,4,5)-trisphosphate|<I>myo</I>-inositol
3285	PWY-6351	PWY-6364	D-myo-inositol (1,4,5)-trisphosphate
3286	PWY-6351	PWY-2301	<I>myo</I>-inositol
3287	PWY-6351	PWY-6368	|L-1-phosphatidyl-inositols|
3288	PWY-6722	PROPIONMET-PWY	(S)-methylmalonyl-CoA
3289	PWY-6722	GLYCOLYSIS	acetyl-CoA
3290	PWY-6722	PWY-6543	4-aminobenzoate
3291	PWY-6722	PWY-7573	GDP-mycosamine
3292	PWY-2002	PWY-2083	(2S)-liquiritigenin
3293	PWY-2002	PWY1F-FLAVSYN	isoliquiritigenin
3294	PWY-2002	PWY-5061	(2S)-liquiritigenin
3295	PWY-2002	PWY-2321	2,4',7-trihydroxyisoflavanone
3296	PWY-2002	PWY-2055	2,4',7-trihydroxyisoflavanone
3297	PWY-2002	PWY-6996	daidzin
3298	PWY-2002	PWY-2229	2,4',7-trihydroxyisoflavanone
3299	PWY-2002	PWY-2343	daidzein
3300	PWY-6047	PWY-7793	dimethyl sulfide
3301	PWY-6047	PWY-6056	dimethyl sulfide
3302	PWY-6047	PWY-6046	dimethyl sulfide
3303	PWY-6047	PWY-6050	dimethyl sulfide
3304	PWY-1901	PWY-5161	butein|butein 4'-&beta;-D-glucoside
3305	PWY-1901	PWY1F-FLAVSYN	2',4,4',6'-tetrahydroxychalcone
3306	PWY-7480	PWY-7825	2,3-dihydroxybenzoate
3307	PWY-7480	PWY-5162	2-oxopent-4-enoate
3308	PWY-5100	ANAGLYCOLYSIS-PWY	pyruvate
3309	PWY-5100	CODH-PWY	CO<SUB>2</SUB>
3310	PWY-5967	PWY-2902	trans-zeatin
3311	PWY-5967	PWY-2881	trans-zeatin
3312	PWY-5967	PWY-2681	trans-zeatin
3313	PWY-5967	PWY-2901	trans-zeatin
3314	PWY-5423	PWY-5122	geranyl diphosphate
3315	PWY-6594	P142-PWY	acetate
3316	PWY-6594	CENTFERM-PWY	butanoate
3317	TREDEGLOW-PWY	GLYCOLYSIS	&beta;-D-glucose 6-phosphate||D-glucopyranose-6-phosphate|
3318	PWY-7677	PWY-6942	dTDP-D-desosamine
3319	PWY-6477	PWY-5035	gibberellin A<sub>20</sub>
3320	PWY-6477	PWY-5070	gibberellin A<sub>4</sub>|gibberellin A<sub>9</sub>
3321	PWY-6477	PWY-102	gibberellin A<sub>34</sub>
3322	PWYQT-4471	PWYQT-4450	2-oxo-6-methylthiohexanoate
3323	PWY-7463	TRPSYN-PWY	anthranilate
3324	PWY-7463	PWY-7475	anthraniloyl-O-glucopyranose
3325	PWY-7463	PWY-7473	N-methylanthraniloyl-&beta;-D-glucopyranose
3326	PWY-7533	PWY-7534	CPD-16921|gliotoxin
3327	GLUCUROCAT-PWY	PYRUVDEHYD-PWY	pyruvate
3328	GLUCUROCAT-PWY	GLYCOLYSIS	D-glyceraldehyde 3-phosphate
3329	PWY-7398	TYRSYN	L-tyrosine
3330	PWY-7151	PWY-7150	3,7,4'-trimethylquercetagetin|3,7-dimethylquercetin
3331	PWY-7176	PWY-7194	UMP
3332	PWY-7176	PWY-7791	UMP
3333	PWY-7176	PWY-7183	UMP
3334	PWY-7176	PWY-7193	UMP
3335	PWY-7176	PWY-7790	UMP
3336	PWY-7176	PWY-5686	UMP
3337	PWY-7176	PWY-7184	CTP
3338	PWY-7176	PWY-7185	CTP
3339	PWY-6711	PWY-6703	preQ<sub>0</sub>
3340	PWY-5525	LARABITOLUTIL-PWY	xylitol
3341	PWY-5864	PWY-5122	geranyl diphosphate
3342	PWY-5864	PWY-5123	(2E,6E)-farnesyl diphosphate
3343	FOLSYN-PWY	PWY-2161	tetrahydropteroyl mono-L-glutamate
3344	FOLSYN-PWY	PWY-2201	tetrahydropteroyl mono-L-glutamate
3345	PWY-2881	PWY-2781	cis-zeatin
3346	PWY-2881	PWY-2681	trans-zeatin
3347	PWY-2881	PWY-5967	trans-zeatin
3348	PWY-6910	PWY-7356	4-amino-2-methyl-5-pyrimidinemethanol
3349	PWY-6910	PWY-7282	4-amino-2-methyl-5-(phosphooxymethyl)pyrimidine
3350	PWY-6910	PWY-6899	4-amino-2-methyl-5-pyrimidinemethanol
3351	PWY-6910	PWY-6893	4-amino-2-methyl-5-(diphosphomethyl)pyrimidine
3352	PWY-6043	PWY-1281	sulfoacetaldehyde
3353	PWY-4041	PWY-4121	glutathione
3354	PWY-5365	PWY-6982	umbelliferone
3355	PWY-6830	PWY-5198	|Factor-420|
3356	PWY-6830	P241-PWY	coenzyme B
3357	PWY-6830	P261-PWY	|CoM|
3358	SPHINGOLIPID-SYN-PWY	PWY-5994	palmitoyl-CoA
3359	SPHINGOLIPID-SYN-PWY	PWY-7036	VERY-LONG-CHAIN-FATTY-ACYL-COA|cerotoyl-CoA
3360	SPHINGOLIPID-SYN-PWY	PWY-7119	D-erythro-sphinganine|phytosphingosine
3361	PWY-7710	PWY-7250	CPD-7
3362	PWY-7209	PWY-7185	cytidine
3363	NADSYN-PWY	PWY-7268	NAD<sup>+</sup>
3364	NADSYN-PWY	PWY-7269	NAD<sup>+</sup>
3365	PHENYLALANINE-DEG1-PWY	TYRFUMCAT-PWY	L-tyrosine
3366	PWY-5870	PWY-5783	all-trans-octaprenyl diphosphate
3367	PWY-6629	NONOXIPENT-PWY	D-erythrose 4-phosphate
3368	PWY-6629	GLNSYN-PWY	L-glutamine
3369	PWY-6629	SERSYN-PWY	L-serine
3370	PWY-6629	GLYCOLYSIS	phosphoenolpyruvate
3371	PWY-1861	PWY-6967	formaldehyde
3372	PWY-1861	PWY-6966	formaldehyde
3373	PWY-1861	PWY-1701	formaldehyde
3374	TAURINEDEG-PWY	PWY-6718	sulfoacetaldehyde
3375	TAURINEDEG-PWY	PWY-1281	sulfoacetaldehyde
3376	PWY-5849	PWY-5853	demethylmenaquinol-6
3377	PWY-5849	PWY-7373	demethylmenaquinol-6
3378	PWY-5849	PWY-5860	demethylmenaquinone-6
3379	PWY-7497	PWY-6540	(+)-costunolide
3380	PEPTIDOGLYCANSYN-PWY	GLUTSYN-PWY	L-glutamate
3381	PEPTIDOGLYCANSYN-PWY	ALANINE-VALINESYN-PWY	L-alanine|D-alanine
3382	PEPTIDOGLYCANSYN-PWY	DAPLYSINESYN-PWY	meso-diaminopimelate
3383	PEPTIDOGLYCANSYN-PWY	UDPNAGSYN-PWY	UDP-N-acetyl-&alpha;-D-glucosamine
3384	PEPTIDOGLYCANSYN-PWY	PWY0-1586	ditrans,octacis-undecaprenyldiphospho-N-acetyl-(N-acetylglucosaminyl)muramoyl-L-alanyl-&gamma;-D-glutamyl-<I>meso</I>-2,6-diaminopimeloyl-D-alanyl-D-alanine
3385	PEPTIDOGLYCANSYN-PWY	PWY-5785	di-trans,octa-cis-undecaprenyl phosphate
3386	PEPTIDOGLYCANSYN-PWY	PWY-7815	undecaprenyldiphospho-N-acetylmuramoyl-L-alanyl-&gamma;-D-glutamyl-<I>meso</I>-2,6-diaminopimeloyl-D-alanyl-D-alanine
3387	PWY-7189	PWY-5059	(2S)-pinocembrin
3388	P261-PWY	METHFORM-PWY	|CoM|
3389	P261-PWY	PWY-5259	|CoM|
3390	P261-PWY	METH-ACETATE-PWY	|CoM|
3391	P261-PWY	PWY-5258	|CoM|
3392	P261-PWY	PWY-6830	|CoM|
3393	P261-PWY	PWY-5261	|CoM|
3394	P261-PWY	METHANOGENESIS-PWY	|CoM|
3395	P261-PWY	PWY-5248	|CoM|
3396	P261-PWY	PWY-5260	|CoM|
3397	P261-PWY	PWY-5247	|CoM|
3398	P261-PWY	CO2FORM-PWY	|CoM|
